mode_rank,eigen_index,omega_sq,omega,Omega_FEM,Omega_exact,matched_m,matched_n,MAC,W_energy_pct,Phi1_energy_pct,Phi2_energy_pct,relative_residual,residual_ok
347,347,4.321806237432986e9,65740.44597835481,217242.086421504,1431.0926381579568,9,8,0.07053385623462728,0.0002,49.9999,49.9999,2.7629167731244854e-10,true
348,348,4.431283191296694e9,66567.88408306737,219976.39066263428,1598.875912976476,9,9,0.08800973936164123,0.0005,49.9998,49.9998,1.868399504460277e-10,true
349,349,4.43128319129677e9,66567.88408306794,219976.39066263617,1618.6151217786546,10,8,0.048962434541723054,0.0005,49.9998,49.9998,2.0184133472056435e-10,true
350,350,4.436569859094885e9,66607.58109325758,220107.57111311765,1115.2652973230975,7,8,0.08393904337215743,0.0000,50.0000,50.0000,8.183954514064119e-10,true
351,351,4.491097189319053e9,67015.64883905141,221456.04825193656,1431.0926381579568,8,9,0.05715396452367287,0.0000,50.0000,50.0000,1.1867589234433057e-9,true
352,352,4.50430002677687e9,67114.08217935242,221781.32539148425,1263.3093633394378,8,8,0.16961813431426423,0.0000,50.0000,50.0000,6.476742836768184e-10,true
353,353,4.551758287251281e9,67466.7198495027,222946.6314990742,1115.2652973230975,7,8,0.04329036419649247,0.0000,50.0000,50.0000,1.4541115475666465e-9,true
354,354,4.557362637361483e9,67508.2412551348,223083.84074151897,1263.3093633394378,8,8,0.1505982658492818,0.0000,49.3168,50.6832,1.2523296940442618e-9,true
355,355,4.557362637361543e9,67508.24125513523,223083.8407415204,1115.2652973230975,7,8,0.11965892060627843,0.0000,50.6832,49.3168,1.3187195129780763e-9,true
356,356,7.518647709513098e9,86710.1361405522,286537.3151753241,1283.0485721416164,9,7,0.04509747258451971,0.1527,49.9237,49.9237,6.189451495074605e-12,true
357,357,7.5186477095131855e9,86710.13614055271,286537.3151753258,1154.743714927455,9,6,0.0329629453109758,0.1527,49.9237,49.9237,5.4932724169459515e-12,true
358,358,1.5617100022451408e10,124968.39609457829,412963.35460324975,1263.3093633394378,8,8,0.05215430595064652,0.0267,49.9866,49.9866,7.736075534040457e-12,true
359,359,1.5832320283938147e10,125826.54840667825,415799.15524277405,986.9604401089358,8,6,0.0325870111285691,0.2097,49.8952,49.8952,2.1008750017212604e-12,true
360,360,1.5858838371694784e10,125931.87988628926,416147.22757565865,1283.0485721416164,9,7,0.03935318492399553,0.4015,49.7993,49.7993,1.9424542365826624e-12,true
361,361,1.6044799539984213e10,126668.06835183133,418579.9935217014,1115.2652973230975,8,7,0.03819866363075716,0.5418,49.7291,49.7291,1.341313088007935e-12,true
362,362,2.7342028433361237e10,165354.25133138016,546420.1227007519,967.2212313067571,7,7,0.03021742042082109,0.0701,49.9650,49.9650,1.9043050349679165e-12,true
363,363,2.7342028433361347e10,165354.25133138048,546420.1227007529,1470.5710557623142,10,7,0.027230987936599966,0.0701,49.9650,49.9650,2.487128704955184e-12,true
364,364,2.791273502293458e10,167071.04782976187,552093.3493988544,967.2212313067571,7,7,0.040709605734021395,0.6368,49.6816,49.6816,8.258704623430207e-13,true
365,365,2.7912735022934593e10,167071.04782976193,552093.3493988547,1115.2652973230975,8,7,0.0323059924227272,0.6368,49.6816,49.6816,6.460322206886202e-13,true
366,366,4.030330143943065e10,200756.82165104788,663409.4148552481,1115.2652973230975,8,7,0.034352271802146575,0.0368,49.9816,49.9816,2.0000292721794093e-12,true
367,367,4.04039728171323e10,201007.39493146093,664237.444866732,838.9163740925954,7,6,0.026916495154093386,0.0516,49.9742,49.9742,1.6434785870710537e-12,true
368,368,4.127311801092565e10,203157.86475282136,671343.7634173033,986.9604401089358,8,6,0.05499961560347533,0.7148,49.6426,49.6426,4.982630587234507e-13,true
369,369,4.1356466142269806e10,203362.89273677685,672021.2870687849,986.9604401089358,8,6,0.10445999145078178,0.7184,49.6408,49.6408,4.078663281786487e-13,true
370,370,4.746096932028672e10,217855.38625493454,719912.345343189,967.2212313067571,7,7,0.048568123636760066,0.1847,49.9077,49.9077,7.081650726527737e-13,true
371,371,4.7460969320286835e10,217855.3862549348,719912.3453431898,1470.5710557623142,7,10,0.02386357040344821,0.1847,49.9077,49.9077,9.252696657948473e-13,true
372,372,5.318013938475909e10,230608.19453080822,762054.540096422,1154.743714927455,9,6,0.04774638152160171,0.0299,49.9850,49.9850,1.5223356716731194e-12,true
373,373,5.318013938475921e10,230608.19453080848,762054.5400964228,986.9604401089358,8,6,0.032593417592258374,0.0299,49.9850,49.9850,1.7740666495902683e-12,true
374,374,5.452750398854949e10,233511.25023978928,771647.8105683709,1154.743714927455,9,6,0.05124279478228661,0.7585,49.6208,49.6208,3.1265037841362535e-13,true
375,375,5.4527503988549805e10,233511.25023978995,771647.8105683731,1046.178066515472,9,5,0.025155265441357762,0.7585,49.6208,49.6208,3.6579967194258216e-13,true
376,376,6.483903095928096e10,254635.09373077576,841452.4455222338,4046.537804446637,19,7,0.024750763331124453,0.0180,49.9910,49.9910,1.786949842694553e-12,true
377,377,6.4912034748094246e10,254778.4032214941,841926.0178003701,878.3947916969529,8,5,0.04835375314835253,0.0222,49.9889,49.9889,1.602483859813517e-12,true
378,378,6.654682454962987e10,257966.71209601805,852461.9194321574,602.0458684664509,6,5,0.022904943838450365,0.7827,49.6087,49.6087,2.5917649675607987e-13,true
379,379,6.660707480058466e10,258083.46479498578,852847.7336678479,878.3947916969529,8,5,0.04143772182958285,0.7820,49.6090,49.6090,2.4016831952875244e-13,true
380,380,7.503256169917766e10,273920.72155858827,905182.6190084628,730.3507256806125,7,5,0.0489317835945316,0.0144,49.9928,49.9928,1.7333459155474725e-12,true
381,381,7.503256169917781e10,273920.72155858856,905182.6190084637,730.3507256806125,7,5,0.01687632744172458,0.0144,49.9928,49.9928,1.5266640670329395e-12,true
382,382,7.704113664452014e10,277562.8517012321,917218.1922302676,3010.229342332254,16,7,0.028056275285614534,0.7974,49.6013,49.6013,2.0403531128285543e-13,true
383,383,7.704113664452026e10,277562.85170123226,917218.1922302681,789.5683520871487,8,4,0.031873816483278014,0.7974,49.6013,49.6013,1.9941599045309242e-13,true
384,384,8.354491678699016e10,289041.3755623754,955149.4601966398,789.5683520871487,8,4,0.041900823584143994,0.0093,49.9954,49.9954,1.7330733648703322e-12,true
385,385,8.360203340559084e10,289140.1622147827,955475.9048709976,789.5683520871487,8,4,0.033415722132946024,0.0113,49.9943,49.9943,1.4269472016915917e-12,true
386,386,8.58171392893072e10,292945.6251410954,968051.2181900473,2151.57375943748,13,7,0.03417923047747595,0.8075,49.5962,49.5962,1.7097835385605639e-13,true
387,387,8.58643670226067e10,293026.22241466155,968317.5552920979,2151.57375943748,13,7,0.026133876692850333,0.8068,49.5966,49.5966,1.695504171257837e-13,true
388,388,9.059706521620418e10,300993.4637433248,994645.6415030176,2052.8777154265863,8,12,0.021065652144123932,0.0077,55.7116,44.2806,1.8031784069257762e-12,true
389,389,9.059706521620425e10,300993.4637433249,994645.6415030181,957.3516269056677,9,4,0.029002638171077535,0.0077,44.2806,55.7116,1.7198781726788154e-12,true
390,390,9.185958521114919e10,303083.4624507731,1.0015521306980227e6,1342.2661985481527,6,10,0.06673386787215328,0.0322,49.9839,49.9839,8.786058558929297e-13,true
391,391,9.2233668463849e10,303699.9645437072,1.0035893879596532e6,1342.2661985481527,6,10,0.04242816081456316,0.1587,49.9206,49.9206,4.629902846306881e-13,true
392,392,9.227972912733844e10,303775.78759232676,1.0038399484332826e6,1154.743714927455,6,9,0.04472663399219821,0.1472,49.9264,49.9264,4.180963935160098e-13,true
393,393,9.259697388703035e10,304297.5088413153,1.0055639983841762e6,1154.743714927455,6,9,0.037952279820090404,0.2453,49.8773,49.8773,3.2464119190908546e-13,true
394,394,9.307697063969444e10,305085.185873871,1.0081669104793428e6,2052.8777154265863,8,12,0.02610302235253975,0.8140,49.5925,49.5935,1.564703158974606e-13,true
395,395,9.307697063969449e10,305085.18587387115,1.0081669104793431e6,888.2643960980422,9,3,0.018754750728326313,0.8140,49.5935,49.5925,1.690492291050013e-13,true
396,396,9.624271616379645e10,310230.10196271486,1.0251685034708476e6,2299.6178254538204,8,13,0.02837740659690934,0.0054,49.9973,49.9973,1.983554303061868e-12,true
397,397,9.62900013692872e10,310306.3024968832,1.0254203113614514e6,2151.57375943748,7,13,0.03944354636367072,0.0067,49.9966,49.9966,1.939935327687617e-12,true
398,398,9.889793150149074e10,314480.41513183416,1.0392138432470378e6,2151.57375943748,7,13,0.04815801724550376,0.8190,49.5905,49.5905,1.3089889030802526e-13,true
399,399,9.893706279171873e10,314542.6247612853,1.0394194176007914e6,2151.57375943748,7,13,0.03233394265607017,0.8184,49.5908,49.5908,1.441520844811109e-13,true
400,400,1.0075285411799731e11,317415.90085879015,1.0489142800860947e6,2467.4011002723396,9,13,0.03706789084305356,0.0044,49.9942,50.0014,2.1380764098997917e-12,true
401,401,1.0075285411799733e11,317415.9008587902,1.048914280086095e6,2299.6178254538204,8,13,0.022633143151798894,0.0044,50.0014,49.9942,2.1252153154446844e-12,true
402,402,1.03540499643246e11,321777.0962067468,1.063326034715715e6,4046.537804446637,19,7,0.033312648830904144,0.8221,49.5893,49.5886,1.2992527354748072e-13,true
403,403,1.0354049964324623e11,321777.09620674717,1.0633260347157163e6,2467.4011002723396,9,13,0.05333486966638558,0.8221,49.5886,49.5893,1.1627326012500417e-13,true
404,404,1.0419419072077907e11,322791.24944889545,1.0666773470318506e6,2566.097144283233,8,14,0.07699849937610581,0.0029,49.9985,49.9985,3.26458775111782e-12,true
405,405,1.0423546144130174e11,322855.17099978705,1.0668885785024671e6,671.1330992740764,8,2,0.057124580587633235,0.0039,49.9981,49.9981,2.395343824901328e-12,true
406,406,1.0677873812432191e11,326770.1610066652,1.079825828695348e6,2418.0530782668925,7,14,0.03631626933980193,0.0026,49.9987,49.9987,2.9581662054895703e-12,true
407,407,1.0677873812432199e11,326770.1610066653,1.0798258286953485e6,2566.097144283233,14,8,0.03377451174582057,0.0026,49.9987,49.9987,2.8494561630519194e-12,true
408,408,1.070901549161869e11,327246.3214708256,1.0813993211042632e6,2566.097144283233,8,14,0.07722351674637787,0.8248,49.5876,49.5876,1.0963417119967047e-13,true
409,409,1.0712438553408426e11,327298.618289299,1.0815721381545477e6,671.1330992740764,8,2,0.06417215479751541,0.8242,49.5879,49.5879,1.1027530407603109e-13,true
410,410,1.0852398126073318e11,329429.78198810923,1.0886146588059552e6,2852.3156719148246,8,15,0.05474341049782644,0.0018,49.9991,49.9991,3.849986641811798e-12,true
411,411,1.0856207401144524e11,329487.5931070019,1.0888056980953866e6,2704.2716058984843,7,15,0.031620309110094155,0.0026,49.9987,49.9987,3.4128597877715624e-12,true
412,412,1.0957469979186325e11,331020.6939027578,1.093871894568622e6,2704.2716058984843,15,7,0.030422543800938128,0.0019,49.9991,49.9991,3.832721356346515e-12,true
413,413,1.0957469979186334e11,331020.6939027579,1.0938718945686226e6,809.3075608893273,9,1,0.030291767283443984,0.0019,49.9991,49.9991,4.296646654139157e-12,true
414,414,1.0974904366221092e11,331283.9320918099,1.094741776306789e6,2418.0530782668925,7,14,0.022947456017263213,0.8262,49.5869,49.5869,1.0804164378035083e-13,true
415,415,1.0974904366221094e11,331283.9320918099,1.094741776306789e6,2418.0530782668925,14,7,0.03985313861706138,0.8262,49.5869,49.5869,1.1323739242342382e-13,true
416,416,1.0990431283742537e11,331518.1938256562,1.0955159041222015e6,2852.3156719148246,15,8,0.03750820013074568,0.0007,49.9997,49.9997,5.7046652652117055e-12,true
417,417,1.0992294384118176e11,331546.2921541753,1.0956087562381495e6,3326.0566831671135,9,16,0.04689537650936835,0.0012,49.9994,49.9994,6.070572628464007e-12,true
418,418,1.1155090355100394e11,333992.3704981956,1.1036919256644777e6,2704.2716058984843,7,15,0.03676952008716771,0.8275,49.5862,49.5862,1.0418830602249918e-13,true
419,419,1.1158251178458621e11,334039.6859425332,1.103848281553077e6,2852.3156719148246,8,15,0.035959545675230194,0.8270,49.5865,49.5865,1.0959399144222431e-13,true
420,420,1.1262977093209592e11,335603.5919535068,1.1090162751639343e6,809.3075608893273,9,1,0.03009165134533192,0.8279,49.6518,49.5203,1.0421398175125189e-13,true
421,421,1.1262977093209613e11,335603.59195350716,1.1090162751639355e6,2418.0530782668925,14,7,0.034587775281422276,0.8279,49.5203,49.6518,1.0910834082787204e-13,true
422,422,1.1297199487413359e11,336113.0685857567,1.1106998622605202e6,3326.0566831671135,9,16,0.032202329742274126,0.8280,49.5860,49.5860,9.701050818498198e-14,true
423,423,1.1298740100092178e11,336135.9858761358,1.1107755934166296e6,3326.0566831671135,9,16,0.044236143434585665,0.8278,49.5861,49.5861,1.0755634159611005e-13,true
424,424,1.4203128357570947e11,376870.3803374702,1.2453841241346973e6,1283.0485721416164,9,7,0.028266216318969816,0.0509,49.9745,49.9745,4.825109653292382e-13,true
425,425,1.4203128357570975e11,376870.3803374706,1.2453841241346986e6,1154.743714927455,9,6,0.04167924054443285,0.0509,49.9745,49.9745,5.207270197698089e-13,true
426,426,1.4276974819670486e11,377848.8430532835,1.2486174955958358e6,710.6115168784338,6,6,0.03645265842187268,0.2087,49.8956,49.8956,2.418575857447722e-13,true
427,427,1.4276974819670547e11,377848.8430532843,1.2486174955958384e6,1283.0485721416164,9,7,0.04073369821113728,0.2087,49.8956,49.8956,2.301348421344775e-13,true
428,428,1.8375080835078378e11,428661.64786552085,1.4165305599211613e6,1973.9208802178716,10,10,0.03181297902506262,0.0942,49.9529,49.9529,2.38085516564596e-13,true
429,429,1.837508083507842e11,428661.6478655213,1.416530559921163e6,1786.3983965971738,10,9,0.09557127105115266,0.0942,49.9529,49.9529,3.0022930658954086e-13,true
430,430,1.9122393049575894e11,437291.585210325,1.4450485531682621e6,1342.2661985481527,10,6,0.03694766447501743,0.0277,49.9862,49.9862,5.3021616608168e-13,true
431,431,1.913396172833958e11,437423.8416952096,1.4454856003207648e6,1677.832748185191,11,7,0.044794118620868455,0.0371,49.9814,49.9814,3.3814872497943787e-13,true
432,432,1.923624271276525e11,438591.4125101545,1.4493438875001215e6,1440.9622425590462,11,5,0.016916705802918125,0.2105,49.8948,49.8948,1.822289682805454e-13,true
433,433,1.9245291117101303e11,438694.55338653683,1.4496847208919125e6,710.6115168784338,6,6,0.029258829321596513,0.2137,49.8932,49.8932,1.4150817952839183e-13,true
434,434,2.361993188732248e11,486003.4144666319,1.6060188548381412e6,1046.178066515472,5,9,0.04040665688618578,0.0219,49.9890,49.9890,3.5698952600576267e-13,true
435,435,2.36199318873225e11,486003.4144666321,1.606018854838142e6,838.9163740925954,6,7,0.030656509232616393,0.0219,49.9890,49.9890,4.3285546552779304e-13,true
436,436,2.3767930505955914e11,487523.64564147976,1.611042523104336e6,1046.178066515472,9,5,0.04165249131942935,0.2139,49.8930,49.8930,1.3583613214429808e-13,true
437,437,2.3767930505955936e11,487523.64564148,1.6110425231043368e6,1154.743714927455,6,9,0.01879599454185607,0.2139,49.8930,49.8930,1.130795930444665e-13,true
438,438,2.7516499131921765e11,524561.7135468597,1.733436386258768e6,1144.8741105263655,10,4,0.03171982402837335,0.0136,49.9932,49.9932,4.5029805060573637e-13,true
439,439,2.752380262086825e11,524631.3240826195,1.733666417220687e6,2408.1834738658035,12,10,0.036518613416791655,0.0167,49.9916,49.9916,3.611210675237347e-13,true
440,440,2.76961702846601e11,526271.5105785235,1.7390864829228253e6,1993.6600890200502,11,9,0.02695174854638525,0.2147,49.8926,49.8926,1.2347886767195892e-13,true
441,441,2.7701816494552844e11,526325.1513518316,1.7392637411287485e6,2408.1834738658035,12,10,0.025569770905241623,0.2151,49.8925,49.8925,1.1318100497361108e-13,true
442,442,2.85749235921738e11,534555.1757505842,1.7664602051179581e6,1154.743714927455,6,9,0.041571108642799746,0.0217,49.9891,49.9891,3.985756770729689e-13,true
443,443,2.8618531987565784e11,534962.9144862827,1.7678075950289906e6,1549.5278909710291,6,11,0.03495372737608938,0.0734,49.9633,49.9633,2.332738151488358e-13,true
444,444,2.8635296845870184e11,535119.583325729,1.7683253138404777e6,710.6115168784338,6,6,0.041139136553080796,0.0841,49.9580,49.9580,1.8156383777182231e-13,true
445,445,2.8670221830453534e11,535445.8126687848,1.7694033525133622e6,3207.6214303540414,15,10,0.027046631018049085,0.1173,49.9413,49.9413,1.4114077972089857e-13,true
446,446,3.080033703102169e11,554980.5134508931,1.8339565981199143e6,2408.1834738658035,12,10,0.021470697373941992,0.0111,49.9945,49.9945,4.851266720232043e-13,true
447,447,3.0800337031021704e11,554980.5134508932,1.8339565981199148e6,513.2194288566466,4,6,0.019130052923335975,0.0111,49.9945,49.9945,3.9708465391901324e-13,true
448,448,3.1005084079698517e11,556822.0907947036,1.8400421684035063e6,1904.8336494102462,7,12,0.03213388238450406,0.2157,49.8922,49.8922,8.529289553006737e-14,true
449,449,3.100508407969859e11,556822.0907947043,1.8400421684035086e6,2052.8777154265863,12,8,0.023158499476237486,0.2157,49.8922,49.8922,8.573340286353508e-14,true
450,450,3.3494637443252423e11,578745.5178509154,1.912489061093727e6,513.2194288566466,4,6,0.02096966008009687,0.0074,49.9963,49.9963,5.267920162554305e-13,true
451,451,3.3500122345487036e11,578792.9020425789,1.9126456441607745e6,888.2643960980422,3,9,0.02040212300973721,0.0089,49.9955,49.9955,4.1264007963334783e-13,true
452,452,3.372132987402044e11,580700.6963489922,1.9189500312001435e6,4046.537804446637,19,7,0.034283885042688735,0.2162,49.8919,49.8919,7.99730117475766e-14,true
453,453,3.3725587455250464e11,580737.3541907775,1.91907116858999e6,1776.5287921960844,6,12,0.02612964401198873,0.2162,49.8919,49.8919,7.791976180125704e-14,true
454,454,3.567419105178774e11,597278.754450447,1.9737329259186059e6,4046.537804446637,7,19,0.019345527611832496,0.0060,49.9970,49.9970,5.453347013024599e-13,true
455,455,3.5674191051787744e11,597278.754450447,1.9737329259186059e6,2467.4011002723396,9,13,0.026803985339860757,0.0060,49.9970,49.9970,4.964304407355707e-13,true
456,456,3.59175228697775e11,599312.2964680226,1.9804528515922066e6,967.2212313067571,7,7,0.021009408350150697,0.2165,49.8917,49.8917,7.553129194732632e-14,true
457,457,3.591752286977751e11,599312.2964680226,1.9804528515922066e6,2467.4011002723396,9,13,0.030172161682979703,0.2165,49.8917,49.8917,7.62032211510141e-14,true
458,458,3.7395154031524036e11,611515.7727444489,2.0207797555009366e6,2654.923583893037,13,10,0.018976960762876468,0.0040,49.9980,49.9980,6.029218314776746e-13,true
459,459,3.739967196732183e11,611552.7120970181,2.0209018231550844e6,2467.4011002723396,13,9,0.030766799387905105,0.0051,49.9975,49.9975,5.338611964943158e-13,true
460,460,3.765262128603084e11,613617.3179273125,2.0277244005126948e6,2151.57375943748,13,7,0.030599768129363675,0.2168,49.8916,49.8916,6.783083326686615e-14,true
461,461,3.7656148293791974e11,613646.0567280782,2.027819369096292e6,2654.923583893037,10,13,0.021404211295575033,0.2167,49.8916,49.8916,6.917118505349697e-14,true
462,462,3.868870524480181e11,622002.4537315092,2.0554334367068077e6,730.3507256806125,5,7,0.029406477837377886,0.0324,49.9194,50.0481,2.1253868666038754e-13,true
463,463,3.868870524480185e11,622002.4537315094,2.0554334367068084e6,730.3507256806125,5,7,0.0307418192382545,0.0324,50.0481,49.9194,1.9561898283179081e-13,true
464,464,3.87260878941883e11,622302.8836040236,2.0564262199372388e6,3651.7536284030625,17,9,0.02666293228885939,0.0048,55.6150,44.3803,5.297229898590363e-13,true
465,465,3.8726087894188354e11,622302.8836040241,2.0564262199372405e6,2921.40290272245,10,14,0.03772852377323296,0.0048,44.3803,55.6150,4.677312894022902e-13,true
466,466,3.87682360722734e11,622641.4383276574,2.057544988351957e6,730.3507256806125,5,7,0.024339757530152502,0.0949,49.0957,50.8095,1.2405751576643954e-13,true
467,467,3.876823607227341e11,622641.4383276574,2.057544988351957e6,838.9163740925954,7,6,0.037632706936783285,0.0949,50.8095,49.0957,1.3008139564363418e-13,true
468,468,3.899439084279606e11,624454.8890255889,2.0635376129436868e6,2921.40290272245,10,14,0.03717075237652185,0.2169,49.8941,49.8891,5.962879782949025e-14,true
469,469,3.899439084279607e11,624454.889025589,2.063537612943687e6,2921.40290272245,10,14,0.033461210482256906,0.2169,49.8891,49.8941,6.010803424082018e-14,true
470,470,3.9709485342606934e11,630154.6266005427,2.082372637020732e6,3207.6214303540414,15,10,0.022109637768120236,0.0023,49.9989,49.9989,7.969633615704577e-13,true
471,471,3.9713480399719653e11,630186.3248255999,2.0824773851471678e6,3207.6214303540414,15,10,0.033700589963229895,0.0031,49.9984,49.9984,7.83640944382483e-13,true
472,472,3.998523234679805e11,632338.7727065141,2.0895902402792627e6,3020.0989467333434,15,9,0.019319038626514386,0.2171,49.8915,49.8915,5.736441071204559e-14,true
473,473,3.9988363461748517e11,632363.5304296771,2.089672053223409e6,3207.6214303540414,15,10,0.017360632353905815,0.2170,49.8915,49.8915,6.332907140046763e-14,true
474,474,4.0388953381373175e11,635523.0395616918,2.1001127848870284e6,2921.40290272245,14,10,0.03782293115498998,0.0023,50.0069,49.9908,9.260614334251104e-13,true
475,475,4.0388953381373193e11,635523.039561692,2.1001127848870293e6,2575.9667486843223,6,15,0.027983793110667652,0.0023,49.9908,50.0069,8.924910766299922e-13,true
476,476,4.066962115640371e11,637727.3802841125,2.107397122110421e6,1026.4388577132931,2,10,0.025191619852390327,0.2171,49.9081,49.8748,5.236190066115206e-14,true
477,477,4.066962115640374e11,637727.3802841128,2.107397122110422e6,2921.40290272245,14,10,0.033803792233272074,0.2171,49.8748,49.9081,5.529182263277343e-14,true
478,478,4.078331355312253e11,638618.1453194274,2.1103406928742523e6,3513.5791667878116,16,10,0.0327460869995418,0.0015,49.9992,49.9992,1.036301518868491e-12,true
479,479,4.0787085157411786e11,638647.6740536349,2.110438271826344e6,3513.5791667878116,16,10,0.050665275499206706,0.0023,49.9988,49.9988,1.0540003128373333e-12,true
480,480,4.091523882441728e11,639650.2077262015,2.1137511867829585e6,3513.5791667878116,16,10,0.032269473931357595,0.0009,49.8618,50.1372,1.480573650704041e-12,true
481,481,4.091523882441729e11,639650.2077262016,2.113751186782959e6,809.3075608893273,1,9,0.03337359108405137,0.0009,50.1372,49.8618,1.581985807354875e-12,true
482,482,4.106754859730846e11,640839.6725961062,2.1176818237936697e6,3158.273408348595,16,8,0.032981544863402726,0.2172,49.8914,49.8914,5.80237748553488e-14,true
483,483,4.107050318981445e11,640862.7246908221,2.1177580004164157e6,3158.273408348595,16,8,0.02650096509929907,0.2171,49.8914,49.8914,6.036997929895252e-14,true
484,484,4.120046542527848e11,641875.8869538447,2.121106038000083e6,809.3075608893273,9,1,0.03495520749103353,0.2172,49.8914,49.8915,5.2266865742260466e-14,true
485,485,4.120046542527855e11,641875.8869538453,2.121106038000085e6,3326.0566831671135,9,16,0.028329854461384432,0.2172,49.8915,49.8914,5.672776715458712e-14,true
486,486,4.473718422111319e11,668858.6115249859,2.210271593480213e6,1549.5278909710291,11,6,0.07014063793952824,0.0536,49.9732,49.9732,1.1449870653410943e-13,true
487,487,4.473718422111323e11,668858.6115249861,2.210271593480214e6,2181.1825726407483,11,10,0.0845942553591964,0.0536,49.9732,49.9732,1.5311693183869484e-13,true
488,488,4.7879983335502264e11,691953.6352639695,2.286590077000433e6,2220.6609902451055,12,9,0.026785345082771226,0.0192,49.9904,49.9904,2.1539192031367246e-13,true
489,489,4.789253326009753e11,692044.3140442491,2.286889728868152e6,1549.5278909710291,6,11,0.05822167821485242,0.0252,49.9874,49.9874,1.6492427991820932e-13,true
490,490,4.7995306555200354e11,692786.4501792768,2.289342149139765e6,602.0458684664509,6,5,0.02256357293035293,0.0952,49.9524,49.9524,1.0056106836191382e-13,true
491,491,4.800452826990795e11,692853.0022299676,2.289562073208313e6,838.9163740925954,6,7,0.0455863139372548,0.0970,49.9515,49.9515,1.0001322185671287e-13,true
492,492,5.58725239542287e11,747479.2569311118,2.470076844108655e6,2181.1825726407483,10,11,0.037543843270519746,0.0156,49.9922,49.9922,2.0269999801675555e-13,true
493,493,5.58725239542287e11,747479.2569311118,2.470076844108655e6,3326.0566831671135,16,9,0.02592965627154417,0.0156,49.9922,49.9922,1.6954553285245962e-13,true
494,494,5.601709658140116e11,748445.6999769667,2.473270496061643e6,2842.446067513735,12,12,0.020681125902016477,0.0963,49.9518,49.9518,7.616553222412274e-14,true
495,495,5.60170965814012e11,748445.699976967,2.473270496061644e6,3326.0566831671135,16,9,0.020591812904353652,0.0963,49.9518,49.9518,7.45051273430555e-14,true
496,496,6.056452128735732e11,778232.1073263254,2.5717009399577198e6,602.0458684664509,5,6,0.0512392907930715,0.0147,49.9926,49.9926,2.1676776882170437e-13,true
497,497,6.060888820000658e11,778517.1045006434,2.5726427251837202e6,710.6115168784338,6,6,0.04788051696510147,0.0410,49.9795,49.9795,1.274394542927776e-13,true
498,498,6.063586041648336e11,778690.3133883416,2.573215101284769e6,1342.2661985481527,10,6,0.06294188911112422,0.0521,49.9740,49.9740,9.940237930350342e-14,true
499,499,6.066923820060748e11,778904.6039189105,2.5739232334136027e6,1342.2661985481527,10,6,0.03224208341237071,0.0659,49.9671,49.9671,8.960841811916986e-14,true
500,500,6.258520948974885e11,791108.1436172229,2.61425034690264e6,572.4370552631827,3,7,0.032623165843531955,0.0102,49.9949,49.9949,2.3400213775697543e-13,true
501,501,6.259237964310114e11,791153.4594697866,2.6144000950555834e6,1993.6600890200502,11,9,0.02814665052583818,0.0124,49.9938,49.9938,1.9976996390583136e-13,true
502,502,6.27568298661952e11,792192.0844479273,2.6178322752591535e6,572.4370552631827,3,7,0.028065068215157262,0.0964,49.9518,49.9518,7.177642858953662e-14,true
503,503,6.276194109439072e11,792224.3438218161,2.6179388777256557e6,513.2194288566466,6,4,0.030763759733812342,0.0966,49.9517,49.9517,6.88536844613832e-14,true
504,504,6.811103037042999e11,825294.0710463756,2.727219191126917e6,3651.7536284030625,17,9,0.024385769737233824,0.0082,49.9959,49.9959,2.0490854435852293e-13,true
505,505,6.811103037043002e11,825294.0710463757,2.7272191911269175e6,572.4370552631827,3,7,0.02494926851180158,0.0082,49.9959,49.9959,2.4243128322842613e-13,true
506,506,6.830313757735896e11,826457.1227677753,2.731062544770368e6,572.4370552631827,3,7,0.027084453596443042,0.0966,49.9517,49.9517,6.29238001082089e-14,true
507,507,6.830313757735898e11,826457.1227677754,2.7310625447703684e6,3651.7536284030625,17,9,0.017908229964419098,0.0966,49.9517,49.9517,5.721577064460336e-14,true
508,508,7.256568030263527e11,851854.9190010894,2.814990637470713e6,2733.880419101752,14,9,0.031545947167106916,0.0055,49.9973,49.9973,2.6684841120176826e-13,true
509,509,7.257090709463013e11,851885.5973347016,2.815092015322698e6,3918.232947232475,6,19,0.03579613199402416,0.0067,49.9966,49.9966,2.352246533753691e-13,true
510,510,7.277586698002582e11,853087.726907531,2.8190645033803005e6,3918.232947232475,6,19,0.04723330269342465,0.0966,49.9517,49.9517,5.361940799555899e-14,true
511,511,7.277960219639888e11,853109.6189611208,2.8191368465980426e6,1075.78687971874,10,3,0.03981655354687589,0.0967,49.9517,49.9517,5.3163062649704114e-14,true
512,512,7.50677274603631e11,866416.3402219692,2.8631094702563593e6,1233.7005501361698,5,10,0.04121541651097434,0.0222,49.9889,49.9889,1.3300276537893474e-13,true
513,513,7.506772746036311e11,866416.3402219692,2.8631094702563593e6,1677.832748185191,7,11,0.037981855296797,0.0222,49.9889,49.9889,1.140068044532798e-13,true
514,514,7.514228220825718e11,866846.4812656112,2.8645308895422444e6,2181.1825726407483,11,10,0.03277619480923356,0.0535,49.9733,49.9733,8.229069539413325e-14,true
515,515,7.514228220825719e11,866846.4812656114,2.864530889542245e6,1440.9622425590462,5,11,0.032552564354408016,0.0535,49.9733,49.9733,8.206804445507113e-14,true
